AccountBalances
"$3,382.48 "
"$37,893.91 "
"$21,335.49 "
"$46,364.59 "
"$10,419.28 "
"$36,063.73 "
"$17,298.70 "
"$1,969.53 "
"$27,932.24 "
"$48,498.00 "
"$9,593.50 "
"$20,496.30 "
"$22,488.08 "
"$14,363.20 "
"$34,584.70 "
"$27,059.91 "
"$10,921.97 "
"$46,783.60 "
"$44,064.43 "
"$24,268.71 "
"$23,603.94 "
"$11,390.73 "
"$7,915.08 "
"$16,034.94 "
"$19,656.18 "
"$32,456.29 "
"$23,106.96 "
"$48,708.95 "
"$12,570.52 "
"$2,352.84 "
"$4,001.30 "
"$28,827.69 "
"$44,678.78 "
"$3,029.09 "
"$43,624.80 "
"$13,516.07 "
"$36,628.57 "
"$4,547.14 "
"$7,761.58 "
"$11,609.50 "
$125.61 
"$25,913.24 "
"$27,898.67 "
"$13,415.95 "
"$6,487.26 "
"$37,714.68 "
"$40,932.83 "
"$13,380.25 "
"$32,683.49 "
"$4,439.47 "
"$48,996.94 "
"$11,299.81 "
"$18,805.24 "
"$29,340.10 "
"$11,667.03 "
"$19,023.44 "
"$11,117.74 "
"$39,588.17 "
"$47,995.54 "
"$20,337.61 "
"$48,124.32 "
"$40,007.12 "
"$12,439.70 "
"$40,672.65 "
"$6,610.61 "
"$2,590.82 "
"$2,841.21 "
"$9,560.66 "
"$37,392.37 "
"$26,942.52 "
"$11,636.91 "
"$39,529.66 "
"$38,890.57 "
"$25,696.69 "
"$22,181.11 "
"$23,027.78 "
"$49,445.94 "
"$27,354.80 "
"$22,253.85 "
"$5,682.50 "
"$34,361.32 "
"$31,683.10 "
"$41,378.04 "
"$4,841.06 "
"$45,975.51 "
"$25,467.66 "
"$16,137.65 "
"$33,477.71 "
"$30,255.81 "
"$18,944.69 "
"$16,567.63 "
"$10,378.40 "
"$10,136.20 "
"$18,350.79 "
"$4,777.40 "
"$6,337.83 "
"$47,825.87 "
"$25,494.66 "
"$21,687.13 "
"$28,005.13 "
"$25,206.50 "
"$45,078.23 "
"$48,081.02 "
"$7,241.73 "
"$47,280.55 "
"$14,279.94 "
"$27,334.87 "
"$37,866.47 "
"$37,055.19 "
"$32,069.70 "
"$11,419.68 "
"$3,975.73 "
"$23,657.15 "
"$12,269.60 "
"$36,892.13 "
"$15,378.58 "
"$31,017.38 "
"$10,425.10 "
"$10,543.21 "
"$17,046.60 "
"$3,482.23 "
"$30,695.05 "
"$38,228.72 "
"$39,291.22 "
"$49,232.06 "
"$45,973.39 "
"$30,304.15 "
"$48,293.24 "
"$11,082.82 "
"$48,482.68 "
"$25,463.94 "
"$44,764.15 "
"$31,377.68 "
"$19,685.03 "
"$30,556.44 "
"$8,818.69 "
"$42,428.35 "
"$21,168.05 "
"$1,128.74 "
"$38,741.20 "
$452.99 
"$48,226.31 "
"$26,092.56 "
"$20,101.24 "
"$35,998.52 "
"$35,189.78 "
"$48,289.03 "
"$42,267.46 "
"$28,380.41 "
"$1,299.11 "
"$18,919.07 "
"$35,840.60 "
"$13,771.32 "
"$3,173.03 "
"$36,725.56 "
"$21,550.50 "
"$28,795.67 "
"$5,286.08 "
"$43,783.46 "
"$41,652.01 "
"$3,583.54 "
"$15,795.23 "
"$25,671.09 "
"$20,430.63 "
"$15,458.74 "
"$18,589.41 "
"$10,061.81 "
"$13,001.02 "
"$3,609.53 "
"$19,713.18 "
"$12,140.98 "
"$19,472.56 "
"$4,366.41 "
"$19,666.18 "
"$22,500.05 "
"$15,220.15 "
"$36,132.50 "
"$10,475.98 "
"$4,242.86 "
"$26,858.91 "
"$43,051.06 "
"$26,846.43 "
"$26,226.21 "
"$3,922.37 "
"$41,219.09 "
"$49,006.35 "
"$4,073.44 "
"$22,440.54 "
"$29,902.86 "
"$43,683.06 "
"$4,434.00 "
"$40,055.18 "
"$2,335.98 "
"$3,212.37 "
"$43,089.81 "
$786.60 
"$8,654.54 "
"$4,050.38 "
"$36,707.40 "
"$10,051.61 "
"$5,747.53 "
"$38,952.09 "
"$35,249.92 "
$851.13 
"$45,224.15 "
"$40,408.97 "
"$27,272.13 "
"$21,943.67 "
"$10,406.59 "
"$25,724.76 "
"$34,825.94 "
"$47,707.54 "
"$24,775.99 "
"$32,722.23 "
"$18,092.92 "
"$1,735.87 "
"$14,349.98 "
"$23,172.47 "
"$38,058.49 "
"$23,088.09 "
"$32,069.23 "
"$40,278.81 "
"$36,370.64 "
"$18,153.64 "
"$20,578.24 "
"$31,866.34 "
"$38,301.95 "
"$16,658.13 "
"$30,175.25 "
"$19,492.65 "
"$45,801.32 "
"$29,155.74 "
"$10,955.45 "
"$12,870.75 "
"$13,521.59 "
"$24,633.02 "
"$20,978.54 "
"$44,356.77 "
"$26,371.34 "
"$24,462.52 "
"$37,174.89 "
"$17,449.90 "
"$28,163.56 "
"$1,643.26 "
"$34,822.99 "
"$48,316.76 "
"$47,204.94 "
"$42,225.04 "
"$43,196.16 "
"$30,698.52 "
"$8,479.93 "
"$7,427.33 "
"$5,031.73 "
"$11,682.16 "
"$15,408.53 "
"$43,292.41 "
"$30,966.26 "
"$28,207.22 "
$408.68 
"$31,491.32 "
"$23,401.67 "
"$8,489.03 "
"$23,354.48 "
"$17,234.54 "
"$12,149.07 "
"$46,741.07 "
"$8,328.32 "
"$3,547.73 "
"$5,278.89 "
"$25,997.86 "
"$30,748.55 "
"$8,816.99 "
"$20,001.93 "
"$9,241.92 "
"$36,502.14 "
"$38,392.22 "
"$2,737.21 "
"$17,603.14 "
"$14,273.95 "
"$8,095.60 "
"$30,926.75 "
"$4,707.14 "
"$36,180.16 "
"$48,998.64 "
"$5,045.65 "
"$12,693.76 "
"$44,120.92 "
"$24,595.95 "
"$15,776.04 "
"$20,975.06 "
"$12,104.20 "
"$49,360.28 "
"$9,770.64 "
"$44,505.48 "
$978.77 
"$48,816.56 "
"$17,809.45 "
"$28,997.77 "
"$6,167.52 "
"$26,015.80 "
"$44,770.57 "
"$28,803.12 "
"$8,836.78 "
"$20,064.85 "
"$27,838.99 "
"$2,724.80 "
"$46,147.17 "
"$31,527.68 "
"$10,218.30 "
"$46,106.35 "
"$9,594.86 "
"$12,562.01 "
"$48,895.74 "
"$48,956.78 "
"$37,711.59 "
"$6,807.70 "
"$21,610.19 "
"$46,377.86 "
"$31,310.59 "
"$23,514.44 "
"$39,686.08 "
"$16,604.47 "
"$15,460.27 "
"$24,413.78 "
"$40,950.47 "
"$46,077.71 "
"$7,254.28 "
"$3,430.35 "
"$7,070.85 "
"$6,878.83 "
"$20,498.11 "
"$47,336.36 "
"$8,859.96 "
"$22,191.35 "
"$8,623.95 "
"$34,015.03 "
"$43,147.69 "
"$38,737.50 "
"$24,812.78 "
"$34,483.11 "
"$7,976.52 "
"$19,855.25 "
$176.34 
"$44,952.40 "
"$22,375.03 "
"$45,431.82 "
"$20,632.90 "
"$12,783.94 "
"$21,143.65 "
"$45,669.74 "
"$6,328.40 "
"$30,941.67 "
"$46,284.09 "
"$30,020.47 "
"$29,271.36 "
"$29,703.64 "
"$21,211.84 "
"$45,246.03 "
"$37,905.69 "
"$43,359.67 "
"$48,349.71 "
"$27,556.77 "
"$33,113.92 "
"$17,049.85 "
"$33,977.85 "
"$32,758.61 "
"$47,080.78 "
"$23,569.81 "
"$46,313.11 "
"$43,981.26 "
"$35,336.41 "
"$19,380.41 "
"$24,806.04 "
"$1,587.37 "
"$9,773.49 "
"$4,259.14 "
"$9,109.47 "
"$34,882.69 "
"$22,524.88 "
"$19,166.83 "
"$29,252.18 "
"$39,015.12 "
"$35,855.41 "
"$44,586.46 "
"$45,111.32 "
"$7,754.02 "
"$41,375.90 "
"$33,345.10 "
"$8,045.41 "
"$44,514.77 "
"$38,001.95 "
"$7,153.39 "
"$13,966.85 "
"$10,595.67 "
"$17,546.99 "
"$48,420.73 "
"$32,172.64 "
"$44,672.86 "
"$18,886.27 "
"$1,462.69 "
"$6,702.31 "
"$16,031.62 "
"$26,205.45 "
"$49,519.48 "
"$1,449.89 "
"$25,471.85 "
"$23,826.97 "
"$39,672.34 "
"$47,581.99 "
"$41,244.65 "
"$26,691.16 "
"$11,648.12 "
"$19,615.37 "
"$28,306.93 "
"$12,803.59 "
"$29,087.93 "
"$10,052.02 "
"$47,132.61 "
"$19,747.95 "
"$6,069.33 "
"$24,700.61 "
"$35,633.02 "
"$27,650.46 "
"$10,040.98 "
"$46,822.63 "
"$21,609.17 "
"$40,347.42 "
"$15,785.97 "
"$22,050.17 "
"$8,221.88 "
"$35,342.66 "
"$11,233.61 "
"$16,231.20 "
"$27,708.27 "
"$10,268.59 "
"$42,586.02 "
"$42,855.30 "
"$17,993.62 "
"$31,641.92 "
"$14,693.26 "
"$40,636.54 "
"$29,215.11 "
"$12,616.41 "
"$11,423.60 "
"$3,580.56 "
"$8,697.16 "
"$3,678.01 "
"$7,006.60 "
"$39,771.45 "
"$16,592.76 "
"$5,813.34 "
"$6,870.39 "
"$37,871.86 "
"$39,266.56 "
"$15,358.24 "
"$19,624.76 "
"$23,873.83 "
"$15,598.16 "
"$15,562.90 "
"$45,993.98 "
"$26,629.76 "
"$16,352.38 "
"$7,064.08 "
"$12,689.51 "
$201.10 
"$9,628.80 "
"$33,509.28 "
"$43,351.28 "
"$26,919.19 "
"$30,357.42 "
"$33,203.25 "
"$41,229.93 "
"$3,021.79 "
"$49,044.31 "
"$26,974.72 "
"$13,741.82 "
"$5,036.78 "
"$28,839.16 "
"$8,435.44 "
"$34,886.45 "
"$28,417.17 "
"$23,957.45 "
"$23,402.30 "
"$31,978.51 "
"$16,816.26 "
"$34,134.57 "
"$17,115.85 "
"$42,156.27 "
"$23,021.51 "
"$5,789.51 "
"$28,755.20 "
"$24,611.85 "
"$20,891.61 "
"$33,875.13 "
"$17,099.00 "
"$39,193.93 "
"$39,237.35 "
"$20,536.67 "
"$41,804.04 "
"$23,003.11 "
"$41,320.74 "
"$26,440.92 "
"$14,586.51 "
"$12,889.52 "
"$13,922.21 "
"$29,175.75 "
"$27,401.77 "
"$15,500.51 "
"$40,008.33 "
"$20,841.87 "
"$26,259.25 "
"$6,116.86 "
"$37,431.77 "
"$1,623.83 "
"$37,241.41 "
"$43,245.50 "
"$30,601.17 "
"$48,237.11 "
"$30,275.28 "
"$1,083.39 "
"$27,168.94 "
"$44,122.17 "
"$20,551.54 "
"$8,408.59 "
"$22,382.33 "
$568.68 
"$45,303.67 "
"$27,617.69 "
"$7,237.95 "
"$4,124.88 "
"$39,251.42 "
"$10,559.45 "
"$31,043.96 "
"$48,628.05 "
"$21,584.36 "
"$25,784.54 "
"$45,277.39 "
"$24,692.27 "
"$3,743.37 "
"$41,169.69 "
"$9,806.76 "
"$16,981.84 "
"$17,884.09 "
"$12,895.51 "
"$27,249.42 "
"$36,456.03 "
"$37,407.77 "
"$25,372.93 "
"$39,293.87 "
"$35,307.55 "
"$25,510.09 "
"$32,852.64 "
"$48,037.95 "
"$35,873.73 "
"$47,945.65 "
"$30,165.69 "
"$2,112.50 "
"$43,512.40 "
"$39,276.28 "
"$1,784.02 "
"$29,167.15 "
"$23,439.68 "
"$46,844.10 "
"$29,289.01 "
"$42,292.11 "
"$3,254.21 "
"$8,671.61 "
"$3,429.74 "
"$38,196.69 "
"$41,952.91 "
"$40,085.02 "
"$25,455.32 "
"$4,093.14 "
"$48,757.03 "
"$7,496.04 "
"$40,514.80 "
"$8,151.18 "
"$1,708.55 "
"$39,491.70 "
"$31,079.35 "
"$16,855.03 "
"$39,010.42 "
"$36,237.41 "
"$9,685.18 "
"$1,188.14 "
"$25,205.17 "
"$9,204.89 "
"$35,686.67 "
"$7,184.64 "
"$26,503.47 "
"$2,230.10 "
"$49,672.31 "
"$42,223.32 "
"$5,351.93 "
"$35,995.83 "
"$12,410.54 "
"$34,797.24 "
"$40,043.74 "
"$38,597.93 "
"$24,128.48 "
"$49,216.39 "
"$17,091.64 "
"$42,910.20 "
"$15,790.80 "
"$7,267.03 "
"$45,424.67 "
"$2,307.49 "
"$18,666.95 "
"$1,103.67 "
"$25,591.67 "
"$45,127.77 "
"$31,520.84 "
"$36,062.34 "
"$42,447.81 "
"$49,353.37 "
"$10,437.73 "
"$37,369.19 "
"$44,702.94 "
"$10,374.44 "
